Time,Channel A
(ms),(mV)

0.00000000,4.24458600
0.00004800,4.24458600
0.00009600,4.24458600
0.00014400,4.24458600
0.00019200,8.50455100
0.00024000,8.50455100
0.00028800,8.50455100
0.00033600,8.50455100
0.00038400,12.76452000
0.00043200,12.76452000
0.00048000,8.50455100
0.00052800,8.50455100
0.00057600,8.50455100
0.00062400,12.76452000
0.00067200,8.50455100
0.00072000,12.76452000
0.00076800,12.76452000
0.00081600,12.76452000
0.00086400,12.76452000
0.00091200,12.76452000
0.00096000,17.02448000
0.00100800,17.02448000
0.00105600,12.76452000
0.00110400,17.02448000
0.00115200,17.02448000
0.00120000,17.02448000
0.00124800,17.02448000
0.00129600,12.76452000
0.00134400,12.76452000
0.00139200,17.02448000
0.00144000,17.02448000
0.00148800,21.28445000
0.00153600,21.28445000
0.00158400,17.02448000
0.00163200,17.02448000
0.00168000,21.28445000
0.00172800,17.02448000
0.00177600,21.28445000
0.00182400,25.52903000
0.00187200,21.28445000
0.00192000,25.52903000
0.00196800,25.52903000
0.00201600,25.52903000
0.00206400,21.28445000
0.00211200,21.28445000
0.00216000,25.52903000
0.00220800,21.28445000
0.00225600,25.52903000
0.00230400,25.52903000
0.00235200,29.78900000
0.00240000,21.28445000
0.00244800,25.52903000
0.00249600,25.52903000
0.00254400,25.52903000
0.00259200,25.52903000
0.00264000,29.78900000
0.00268800,29.78900000
0.00273600,29.78900000
0.00278400,29.78900000
0.00283200,29.78900000
0.00288000,29.78900000
0.00292800,29.78900000
0.00297600,29.78900000
0.00302400,29.78900000
0.00307200,29.78900000
0.00312000,29.78900000
0.00316800,34.04897000
0.00321600,34.04897000
0.00326400,29.78900000
0.00331200,29.78900000
0.00336000,29.78900000
0.00340800,34.04897000
0.00345600,34.04897000
0.00350400,34.04897000
0.00355200,34.04897000
0.00360000,34.04897000
0.00364800,34.04897000
0.00369600,34.04897000
0.00374400,34.04897000
0.00379200,34.04897000
0.00384000,38.30893000
0.00388800,34.04897000
0.00393600,38.30893000
0.00398400,38.30893000
