608
-1796
-1540
-1540
-1283
-1026
-513
-256
0
513
1026
1283
1540
1796
2053
2310
2310
2566
2566
2566
2566
2310
2053
1796
1540
1026
770
513
0
-256
-513
-770
-1026
-1283
-1540
-1540
-1540
-1540
-1540
-1540
-1283
-1026
-770
-256
0
256
770
1026
1283
1540
1796
2053
2310
2310
2310
2566
2566
2310
2053
2053
1796
1540
1026
770
513
0
0
-513
-770
-1026
-1283
-1283
-1540
-1540
-1540
-1540
-1283
-1283
-1026
-770
-513
-256
0
513
770
1026
1283
1540
1796
2053
2053
2310
2310
2310
2310
2310
2053
1796
1540
1283
1026
513
256
0
-256
-513
-770
-1026
-1283
-1283
-1540
-1540
-1540
-1540
-1540
-1283
-1026
-513
-256
0
513
770
1026
1283
1540
1796
2053
2310
2566
2566
2566
2566
2566
2310
2053
1796
1540
1283
770
513
0
-256
-513
-1026
-1283
-1540
-1796
-1796
-1796
-1796
-1796
-1540
-1283
-1026
-770
-513
0
256
770
1026
1540
1796
2053
2310
2566
2823
2823
2823
2823
2566
2566
2310
1796
1283
1026
513
256
-256
-513
-1026
-1283
-1540
-1796
-2053
-2053
-2053
-2053
-2053
-1796
-1540
-1026
-513
-256
256
513
1026
1540
1796
2310
2566
2823
