Time,Channel A
(ms),(mV)

0.00000000,-18.71309000
0.00004800,-27.22072000
0.00009600,-28.92470000
0.00014400,-6.80364100
0.00019200,-37.43233000
0.00024000,-1.69783400
0.00028800,-42.53814000
0.00033600,-22.11491000
0.00038400,-27.22072000
0.00043200,-22.11491000
0.00048000,-1.69783400
0.00052800,-34.03051000
0.00057600,-6.80364100
0.00062400,-22.11491000
0.00067200,-32.32653000
0.00072000,-34.03051000
0.00076800,-11.90945000
0.00081600,-23.81890000
0.00086400,-17.01525000
0.00091200,0.00000000
0.00096000,-22.11491000
0.00100800,-40.83415000
0.00105600,-10.20546000
0.00110400,-18.71309000
0.00115200,-15.31127000
0.00120000,-18.71309000
0.00124800,-20.41708000
0.00129600,-5.09965500
0.00134400,-11.90945000
0.00139200,-3.40182100
0.00144000,-6.80364100
0.00148800,1.69783400
0.00153600,-20.41708000
0.00158400,-1.69783400
0.00163200,-11.90945000
0.00168000,-28.92470000
0.00172800,13.60728000
0.00177600,-20.41708000
0.00182400,18.71309000
0.00187200,-20.41708000
0.00192000,-23.81890000
0.00196800,0.00000000
0.00201600,-10.20546000
0.00206400,-1.69783400
0.00211200,6.80364100
0.00216000,-34.03051000
0.00220800,17.01525000
0.00225600,-17.01525000
0.00230400,17.01525000
0.00235200,-3.40182100
0.00240000,-11.90945000
0.00244800,-6.80364100
0.00249600,-13.60728000
0.00254400,-3.40182100
0.00259200,5.09965500
0.00264000,-6.80364100
0.00268800,15.31127000
0.00273600,-15.31127000
0.00278400,15.31127000
0.00283200,30.62254000
0.00288000,-17.01525000
0.00292800,-3.40182100
0.00297600,13.60728000
0.00302400,0.00000000
0.00307200,6.80364100
0.00312000,1.69783400
0.00316800,5.09965500
0.00321600,-1.69783400
0.00326400,11.90945000
0.00331200,-1.69783400
0.00336000,11.90945000
0.00340800,3.40182100
0.00345600,10.20546000
0.00350400,10.20546000
0.00355200,6.80364100
0.00360000,13.60728000
0.00364800,6.80364100
0.00369600,13.60728000
0.00374400,18.71309000
0.00379200,8.50762700
