Time,Channel A
(ms),(mV)

0.00000000,0.00000000
0.00004800,-11.90945000
0.00009600,-8.50762700
0.00014400,0.00000000
0.00019200,-6.80364100
0.00024000,1.69783400
0.00028800,-18.71309000
0.00033600,10.20546000
0.00038400,-32.32653000
0.00043200,-15.31127000
0.00048000,-11.90945000
0.00052800,-17.01525000
0.00057600,10.20546000
0.00062400,-30.62254000
0.00067200,-22.11491000
0.00072000,-15.31127000
0.00076800,-35.72834000
0.00081600,3.40182100
0.00086400,-18.71309000
0.00091200,-32.32653000
0.00096000,-5.09965500
0.00100800,-35.72834000
0.00105600,10.20546000
0.00110400,-32.32653000
0.00115200,-13.60728000
0.00120000,-23.81890000
0.00124800,-39.13017000
0.00129600,-20.41708000
0.00134400,-18.71309000
0.00139200,-10.20546000
0.00144000,-13.60728000
0.00148800,-34.03051000
0.00153600,-8.50762700
0.00158400,-6.80364100
0.00163200,-37.43233000
0.00168000,-15.31127000
0.00172800,-25.52288000
0.00177600,-28.92470000
0.00182400,-20.41708000
0.00187200,-25.52288000
0.00192000,-37.43233000
0.00196800,-20.41708000
0.00201600,-28.92470000
0.00206400,-23.81890000
0.00211200,-23.81890000
0.00216000,-39.13017000
0.00220800,-20.41708000
0.00225600,-42.53814000
0.00230400,-23.81890000
0.00235200,-28.92470000
0.00240000,-25.52288000
0.00244800,-27.22072000
0.00249600,-32.32653000
0.00254400,-30.62254000
0.00259200,-27.22072000
0.00264000,-27.22072000
0.00268800,-35.72834000
0.00273600,-30.62254000
0.00278400,-32.32653000
0.00283200,-34.03051000
0.00288000,-32.32653000
0.00292800,-35.72834000
0.00297600,-34.03051000
0.00302400,-27.22072000
0.00307200,-35.72834000
0.00312000,-40.83415000
0.00316800,-62.95521000
0.00321600,-25.52288000
0.00326400,-47.63779000
0.00331200,-40.83415000
0.00336000,-11.90945000
0.00340800,-52.74360000
0.00345600,-27.22072000
0.00350400,-15.31127000
0.00355200,-47.63779000
0.00360000,-54.44759000
0.00364800,-42.53814000
0.00369600,-37.43233000
