Time,Channel A
(ms),(mV)

0.00000000,-23.81890000
0.00004800,-23.81890000
0.00009600,-23.81890000
0.00014400,-25.52288000
0.00019200,-25.52288000
0.00024000,-25.52288000
0.00028800,-25.52288000
0.00033600,-25.52288000
0.00038400,-25.52288000
0.00043200,-28.92470000
0.00048000,-27.22072000
0.00052800,-27.22072000
0.00057600,-25.52288000
0.00062400,-28.92470000
0.00067200,-28.92470000
0.00072000,-28.92470000
0.00076800,-30.62254000
0.00081600,-28.92470000
0.00086400,-30.62254000
0.00091200,-28.92470000
0.00096000,-32.32653000
0.00100800,-30.62254000
0.00105600,-32.32653000
0.00110400,-30.62254000
0.00115200,-32.32653000
0.00120000,-30.62254000
0.00124800,-32.32653000
0.00129600,-34.03051000
0.00134400,-32.32653000
0.00139200,-34.03051000
0.00144000,-34.03051000
0.00148800,-35.72834000
0.00153600,-32.32653000
0.00158400,-35.72834000
0.00163200,-35.72834000
0.00168000,-34.03051000
0.00172800,-34.03051000
0.00177600,-37.43233000
0.00182400,-35.72834000
0.00187200,-39.13017000
0.00192000,-35.72834000
0.00196800,-37.43233000
0.00201600,-37.43233000
0.00206400,-40.83415000
0.00211200,-35.72834000
0.00216000,-42.53814000
0.00220800,-39.13017000
0.00225600,-39.13017000
0.00230400,-42.53814000
0.00235200,-34.03051000
0.00240000,-44.23597000
0.00244800,-40.83415000
0.00249600,-39.13017000
0.00254400,-40.83415000
0.00259200,-47.63779000
0.00264000,-44.23597000
0.00268800,-42.53814000
0.00273600,-42.53814000
0.00278400,-42.53814000
0.00283200,-37.43233000
0.00288000,-42.53814000
0.00292800,-42.53814000
0.00297600,-40.83415000
0.00302400,-44.23597000
0.00307200,-42.53814000
0.00312000,-44.23597000
0.00316800,-45.93996000
0.00321600,-45.93996000
0.00326400,-44.23597000
0.00331200,-44.23597000
0.00336000,-44.23597000
0.00340800,-45.93996000
0.00345600,-44.23597000
0.00350400,-44.23597000
0.00355200,-45.93996000
0.00360000,-45.93996000
0.00364800,-71.46284000
0.00369600,-40.83415000
