Time,Channel A
(ms),(mV)

0.00000000,-6.80364100
0.00004800,-8.50762700
0.00009600,-10.20546000
0.00014400,-3.40182100
0.00019200,-8.50762700
0.00024000,-5.09965500
0.00028800,-11.90945000
0.00033600,-3.40182100
0.00038400,-1.69783400
0.00043200,0.00000000
0.00048000,-6.80364100
0.00052800,-3.40182100
0.00057600,-3.40182100
0.00062400,-1.69783400
0.00067200,-1.69783400
0.00072000,-1.69783400
0.00076800,1.69783400
0.00081600,1.69783400
0.00086400,0.00000000
0.00091200,-1.69783400
0.00096000,-1.69783400
0.00100800,0.00000000
0.00105600,1.69783400
0.00110400,5.09965500
0.00115200,5.09965500
0.00120000,-6.80364100
0.00124800,3.40182100
0.00129600,3.40182100
0.00134400,3.40182100
0.00139200,6.80364100
0.00144000,5.09965500
0.00148800,5.09965500
0.00153600,5.09965500
0.00158400,11.90945000
0.00163200,10.20546000
0.00168000,6.80364100
0.00172800,8.50762700
0.00177600,6.80364100
0.00182400,10.20546000
0.00187200,8.50762700
0.00192000,8.50762700
0.00196800,8.50762700
0.00201600,10.20546000
0.00206400,10.20546000
0.00211200,13.60728000
0.00216000,10.20546000
0.00220800,15.31127000
0.00225600,18.71309000
0.00230400,11.90945000
0.00235200,11.90945000
0.00240000,10.20546000
0.00244800,11.90945000
0.00249600,23.81890000
0.00254400,15.31127000
0.00259200,13.60728000
0.00264000,18.71309000
0.00268800,23.81890000
0.00273600,20.41708000
0.00278400,18.71309000
0.00283200,20.41708000
0.00288000,15.31127000
0.00292800,13.60728000
0.00297600,18.71309000
0.00302400,22.11491000
0.00307200,22.11491000
0.00312000,22.11491000
0.00316800,22.11491000
0.00321600,22.11491000
0.00326400,23.81890000
0.00331200,25.52288000
0.00336000,22.11491000
0.00340800,23.81890000
0.00345600,22.11491000
0.00350400,23.81890000
0.00355200,23.81890000
0.00360000,25.52288000
0.00364800,25.52288000
0.00369600,22.11491000
0.00374400,28.92470000
0.00379200,28.92470000
0.00384000,27.22072000
0.00388800,28.92470000
0.00393600,27.22072000
