Time,Channel A
(ms),(mV)

0.00000000,30.62254000
0.00004800,27.22072000
0.00009600,32.32653000
0.00014400,32.32653000
0.00019200,30.62254000
0.00024000,34.03051000
0.00028800,37.43233000
0.00033600,32.32653000
0.00038400,37.43233000
0.00043200,32.32653000
0.00048000,35.72834000
0.00052800,32.32653000
0.00057600,37.43233000
0.00062400,34.03051000
0.00067200,18.71309000
0.00072000,47.63779000
0.00076800,13.60728000
0.00081600,56.14542000
0.00086400,45.93996000
0.00091200,28.92470000
0.00096000,42.53814000
0.00100800,5.09965500
0.00105600,51.04576000
0.00110400,25.52288000
0.00115200,62.95521000
0.00120000,42.53814000
0.00124800,27.22072000
0.00129600,37.43233000
0.00134400,25.52288000
0.00139200,37.43233000
0.00144000,25.52288000
0.00148800,61.25123000
0.00153600,25.52288000
0.00158400,40.83415000
0.00163200,44.23597000
0.00168000,23.81890000
0.00172800,37.43233000
0.00177600,49.34178000
0.00182400,37.43233000
0.00187200,44.23597000
0.00192000,28.92470000
0.00196800,52.74360000
0.00201600,40.83415000
0.00206400,44.23597000
0.00211200,49.34178000
0.00216000,44.23597000
0.00220800,49.34178000
0.00225600,20.41708000
0.00230400,59.55339000
0.00235200,23.81890000
0.00240000,62.95521000
0.00244800,45.93996000
0.00249600,39.13017000
0.00254400,51.04576000
0.00259200,30.62254000
0.00264000,49.34178000
0.00268800,74.86466000
0.00273600,28.92470000
0.00278400,64.65305000
0.00283200,34.03051000
0.00288000,44.23597000
0.00292800,64.65305000
0.00297600,34.03051000
0.00302400,62.95521000
0.00307200,23.81890000
0.00312000,40.83415000
0.00316800,52.74360000
0.00321600,45.93996000
0.00326400,49.34178000
0.00331200,39.13017000
0.00336000,37.43233000
0.00340800,54.44759000
0.00345600,45.93996000
0.00350400,57.84941000
0.00355200,45.93996000
0.00360000,25.52288000
0.00364800,56.14542000
0.00369600,56.14542000
0.00374400,37.43233000
0.00379200,45.93996000
0.00384000,54.44759000
0.00388800,45.93996000
0.00393600,57.84941000
0.00398400,42.53814000
