Time,Channel A
(ms),(mV)

0.00000000,47.63779000
0.00004800,47.63779000
0.00009600,47.63779000
0.00014400,47.63779000
0.00019200,49.34178000
0.00024000,47.63779000
0.00028800,47.63779000
0.00033600,47.63779000
0.00038400,45.93996000
0.00043200,45.93996000
0.00048000,47.63779000
0.00052800,47.63779000
0.00057600,47.63779000
0.00062400,47.63779000
0.00067200,47.63779000
0.00072000,45.93996000
0.00076800,47.63779000
0.00081600,45.93996000
0.00086400,45.93996000
0.00091200,47.63779000
0.00096000,47.63779000
0.00100800,45.93996000
0.00105600,44.23597000
0.00110400,42.53814000
0.00115200,44.23597000
0.00120000,45.93996000
0.00124800,44.23597000
0.00129600,45.93996000
0.00134400,45.93996000
0.00139200,45.93996000
0.00144000,47.63779000
0.00148800,42.53814000
0.00153600,45.93996000
0.00158400,40.83415000
0.00163200,47.63779000
0.00168000,44.23597000
0.00172800,45.93996000
0.00177600,44.23597000
0.00182400,40.83415000
0.00187200,42.53814000
0.00192000,40.83415000
0.00196800,44.23597000
0.00201600,39.13017000
0.00206400,44.23597000
0.00211200,37.43233000
0.00216000,40.83415000
0.00220800,40.83415000
0.00225600,39.13017000
0.00230400,39.13017000
0.00235200,39.13017000
0.00240000,42.53814000
0.00244800,40.83415000
0.00249600,37.43233000
0.00254400,37.43233000
0.00259200,39.13017000
0.00264000,37.43233000
0.00268800,37.43233000
0.00273600,40.83415000
0.00278400,40.83415000
0.00283200,39.13017000
0.00288000,35.72834000
0.00292800,37.43233000
0.00297600,39.13017000
0.00302400,39.13017000
0.00307200,37.43233000
0.00312000,34.03051000
0.00316800,35.72834000
0.00321600,34.03051000
0.00326400,32.32653000
0.00331200,35.72834000
0.00336000,35.72834000
0.00340800,32.32653000
0.00345600,32.32653000
0.00350400,30.62254000
0.00355200,37.43233000
0.00360000,30.62254000
0.00364800,32.32653000
0.00369600,32.32653000
0.00374400,28.92470000
0.00379200,30.62254000
0.00384000,32.32653000
0.00388800,30.62254000
0.00393600,32.32653000
0.00398400,28.92470000
