Time,Channel B
(us),(V)

0.00000000,0.05065822
0.01600000,0.05065822
0.03200000,0.05065822
0.04800000,0.05065822
0.06400000,0.05065822
0.08000000,0.05065822
0.09600000,0.05911664
0.11200000,0.05065822
0.12800000,0.05065822
0.14400000,0.05911664
0.16000000,0.05911664
0.17600000,0.05065822
0.19199999,0.05065822
0.20799999,0.05065822
0.22399999,0.05911664
0.23999999,0.05065822
0.25599999,0.05065822
0.27199999,0.05065822
0.28799999,0.05911664
0.30399999,0.05065822
0.31999999,0.05065822
0.33599999,0.05065822
0.35199999,0.05065822
0.36799999,0.05065822
0.38399999,0.05065822
0.39999999,0.05065822
0.41599999,0.05065822
0.43199999,0.05065822
0.44799999,0.05065822
0.46399999,0.05065822
0.47999999,0.05065822
0.49599999,0.05065822
0.51199999,0.05065822
0.52799999,0.05065822
0.54399998,0.05065822
0.55999998,0.05065822
0.57599998,0.05911664
0.59199998,0.05065822
0.60799998,0.05065822
0.62399998,0.05065822
0.63999998,0.05911664
0.65599998,0.05065822
0.67199998,0.05065822
0.68799998,0.05065822
0.70399998,0.05065822
0.71999998,0.05065822
0.73599998,0.05065822
0.75199998,0.05065822
0.76799998,0.05065822
0.78399998,0.05065822
0.79999998,0.04223056
0.81599998,0.05911664
0.83199998,0.05911664
0.84799998,0.05065822
0.86399998,0.05065822
0.87999998,0.05065822
0.89599997,0.05065822
0.91199997,0.05065822
0.92799997,0.05065822
0.94399997,0.05065822
0.95999997,0.05065822
0.97599997,0.05065822
0.99199997,0.05911664
1.00799997,0.10980560
1.02399997,0.04223056
1.03999997,-0.05065822
1.05599997,0.10980560
1.07199997,0.13515010
1.08799997,0.42239790
1.10399997,-0.50685900
1.11999997,-0.32101990
1.13599997,0.87859870
1.15199997,-0.24498650
1.16799997,-0.21964200
1.18399997,0.50685900
1.19999997,-0.18583910
1.21599997,-0.09291954
1.23199997,0.29567550
1.24799996,0.03377214
1.26399996,-0.06757505
1.27999996,0.08446112
1.29599996,0.12669170
1.31199996,0.00000000
1.32799996,0.02531373
1.34399996,0.10980560
1.35999996,0.05911664
1.37599996,0.03377214
1.39199996,0.00842766
1.40799996,0.05065822
1.42399996,0.12669170
1.43999996,0.04223056
1.45599996,-0.02531373
1.47199996,0.06757505
1.48799996,0.10134720
1.50399996,0.08446112
1.51999996,0.00842766
1.53599996,-0.01688607
1.55199996,0.10134720
1.56799996,0.11826400
1.58399996,-0.00842766
1.59999995,0.00842766
1.61599995,0.10980560
