Time,Channel B
(us),(V)

372.86398945,-0.04223056
372.87998945,-0.04223056
372.89598945,-0.04223056
372.91198945,-0.04223056
372.92798945,-0.04223056
372.94398945,-0.04223056
372.95998945,-0.04223056
372.97598945,-0.04223056
372.99198945,-0.05065822
373.00798945,-0.03377214
373.02398945,-0.03377214
373.03998945,-0.05065822
373.05598945,-0.04223056
373.07198945,-0.03377214
373.08798945,-0.04223056
373.10398945,-0.03377214
373.11998945,-0.04223056
373.13598945,-0.04223056
373.15198945,-0.04223056
373.16798945,-0.05065822
373.18398945,-0.04223056
373.19998945,-0.02531373
373.21598944,-0.04223056
373.23198944,-0.05911664
373.24798944,-0.04223056
373.26398944,-0.03377214
373.27998944,-0.04223056
373.29598944,-0.04223056
373.31198944,-0.04223056
373.32798944,-0.04223056
373.34398944,-0.04223056
373.35998944,-0.04223056
373.37598944,-0.03377214
373.39198944,-0.04223056
373.40798944,-0.04223056
373.42398944,-0.05065822
373.43998944,-0.03377214
373.45598944,-0.02531373
373.47198944,-0.05911664
373.48798944,-0.05065822
373.50398944,-0.04223056
373.51998944,-0.03377214
373.53598944,-0.04223056
373.55198944,-0.04223056
373.56798943,-0.04223056
373.58398943,-0.05065822
373.59998943,-0.05065822
373.61598943,-0.02531373
373.63198943,-0.03377214
373.64798943,-0.05911664
373.66398943,-0.05911664
373.67998943,-0.04223056
373.69598943,-0.02531373
373.71198943,-0.03377214
373.72798943,-0.05065822
373.74398943,-0.05065822
373.75998943,-0.04223056
373.77598943,-0.03377214
373.79198943,-0.03377214
373.80798943,-0.04223056
373.82398943,-0.04223056
373.83998943,-0.04223056
373.85598943,-0.04223056
373.87198943,-0.04223056
373.88798943,-0.04223056
373.90398943,-0.04223056
373.91998942,-0.05065822
373.93598942,-0.04223056
373.95198942,-0.03377214
373.96798942,-0.04223056
373.98398942,-0.04223056
373.99998942,-0.04223056
374.01598942,-0.04223056
374.03198942,-0.04223056
374.04798942,-0.04223056
374.06398942,-0.04223056
374.07998942,-0.04223056
374.09598942,-0.04223056
374.11198942,-0.04223056
374.12798942,-0.04223056
374.14398942,-0.03377214
374.15998942,-0.04223056
374.17598942,-0.04223056
374.19198942,-0.04223056
374.20798942,-0.04223056
374.22398942,-0.04223056
374.23998942,-0.04223056
374.25598942,-0.04223056
374.27198941,-0.05065822
374.28798941,-0.04223056
374.30398941,-0.04223056
374.31998941,-0.03377214
374.33598941,-0.04223056
374.35198941,-0.04223056
374.36798941,-0.04223056
374.38398941,-0.04223056
374.39998941,-0.03377214
374.41598941,-0.04223056
374.43198941,-0.04223056
374.44798941,-0.04223056
374.46398941,-0.04223056
374.47998941,-0.04223056
374.49598941,-0.04223056
374.51198941,-0.04223056
374.52798941,-0.04223056
374.54398941,-0.04223056
374.55998941,-0.04223056
374.57598941,-0.03377214
374.59198941,-0.04223056
374.60798941,-0.04223056
374.62398940,-0.04223056
374.63998940,-0.04223056
374.65598940,-0.04223056
374.67198940,-0.03377214
374.68798940,-0.04223056
374.70398940,-0.04223056
374.71998940,-0.04223056
374.73598940,-0.03377214
374.75198940,-0.04223056
374.76798940,-0.04223056
374.78398940,-0.03377214
374.79998940,-0.03377214
374.81598940,-0.04223056
374.83198940,-0.04223056
374.84798940,-0.03377214
374.86398940,-0.04223056
374.87998940,-0.04223056
374.89598940,-0.04223056
374.91198940,-0.04223056
374.92798940,-0.04223056
374.94398940,-0.03377214
374.95998940,-0.04223056
374.97598939,-0.04223056
374.99198939,-0.04223056
375.00798939,-0.04223056
375.02398939,-0.03377214
375.03998939,-0.03377214
375.05598939,-0.04223056
375.07198939,-0.03377214
375.08798939,-0.04223056
375.10398939,-0.03377214
375.11998939,-0.04223056
375.13598939,-0.04223056
375.15198939,-0.04223056
375.16798939,-0.04223056
375.18398939,-0.04223056
375.19998939,-0.04223056
375.21598939,-0.04223056
375.23198939,-0.03377214
375.24798939,-0.04223056
375.26398939,-0.04223056
375.27998939,-0.03377214
375.29598939,-0.03377214
375.31198939,-0.03377214
375.32798938,-0.04223056
375.34398938,-0.03377214
375.35998938,-0.04223056
375.37598938,-0.04223056
375.39198938,-0.04223056
375.40798938,-0.03377214
375.42398938,-0.03377214
375.43998938,-0.03377214
375.45598938,-0.04223056
375.47198938,-0.02531373
375.48798938,-0.05911664
375.50398938,-0.04223056
375.51998938,-0.02531373
375.53598938,-0.03377214
375.55198938,-0.05065822
375.56798938,-0.03377214
375.58398938,-0.03377214
375.59998938,-0.02531373
375.61598938,-0.04223056
375.63198938,-0.04223056
375.64798938,-0.03377214
375.66398938,-0.05065822
375.67998938,-0.04223056
375.69598937,-0.02531373
375.71198937,-0.02531373
375.72798937,-0.05065822
375.74398937,-0.04223056
375.75998937,-0.03377214
375.77598937,-0.01688607
375.79198937,-0.05065822
375.80798937,-0.04223056
375.82398937,-0.02531373
375.83998937,-0.03377214
375.85598937,-0.05065822
375.87198937,-0.02531373
375.88798937,-0.03377214
375.90398937,-0.04223056
375.91998937,-0.04223056
375.93598937,-0.03377214
375.95198937,-0.05065822
375.96798937,-0.03377214
375.98398937,-0.01688607
375.99998937,-0.05065822
376.01598937,-0.05065822
376.03198937,-0.03377214
376.04798936,-0.00842766
376.06398936,-0.03377214
376.07998936,-0.05911664
376.09598936,-0.01688607
376.11198936,-0.03377214
376.12798936,-0.05065822
376.14398936,-0.01688607
376.15998936,-0.01688607
376.17598936,-0.05065822
376.19198936,-0.04223056
376.20798936,-0.02531373
376.22398936,-0.04223056
376.23998936,-0.00842766
376.25598936,-0.03377214
376.27198936,-0.05065822
376.28798936,-0.04223056
376.30398936,-0.01688607
376.31998936,-0.03377214
376.33598936,-0.04223056
376.35198936,-0.03377214
376.36798936,-0.04223056
376.38398936,-0.03377214
376.39998935,-0.02531373
376.41598935,-0.04223056
376.43198935,-0.02531373
376.44798935,-0.03377214
376.46398935,-0.05911664
376.47998935,-0.02531373
376.49598935,0.00000000
376.51198935,-0.05911664
376.52798935,-0.05065822
376.54398935,-0.02531373
376.55998935,-0.02531373
376.57598935,-0.02531373
376.59198935,-0.03377214
376.60798935,-0.05065822
376.62398935,-0.02531373
376.63998935,-0.02531373
376.65598935,-0.03377214
376.67198935,-0.02531373
376.68798935,-0.03377214
376.70398935,-0.04223056
376.71998935,-0.01688607
376.73598935,-0.04223056
376.75198934,-0.04223056
376.76798934,-0.03377214
376.78398934,-0.02531373
376.79998934,-0.01688607
376.81598934,-0.03377214
376.83198934,-0.05065822
376.84798934,-0.02531373
376.86398934,-0.01688607
376.87998934,-0.04223056
376.89598934,-0.03377214
376.91198934,-0.02531373
376.92798934,-0.03377214
376.94398934,-0.02531373
376.95998934,-0.03377214
376.97598934,-0.04223056
376.99198934,-0.00842766
377.00798934,-0.03377214
377.02398934,-0.04223056
377.03998934,-0.03377214
377.05598934,-0.01688607
377.07198934,-0.03377214
377.08798934,-0.02531373
377.10398933,-0.04223056
377.11998933,-0.02531373
377.13598933,-0.03377214
377.15198933,-0.02531373
377.16798933,-0.02531373
377.18398933,-0.03377214
377.19998933,-0.03377214
377.21598933,-0.02531373
377.23198933,-0.01688607
377.24798933,-0.03377214
377.26398933,-0.04223056
377.27998933,-0.02531373
377.29598933,-0.00842766
377.31198933,-0.03377214
377.32798933,-0.03377214
377.34398933,-0.02531373
377.35998933,-0.00842766
377.37598933,-0.04223056
377.39198933,-0.05065822
377.40798933,0.00000000
377.42398933,-0.02531373
377.43998933,-0.05065822
377.45598932,-0.03377214
377.47198932,0.00842766
377.48798932,-0.05065822
377.50398932,-0.04223056
377.51998932,-0.01688607
377.53598932,-0.02531373
377.55198932,-0.04223056
377.56798932,-0.02531373
377.58398932,-0.02531373
377.59998932,-0.02531373
377.61598932,-0.02531373
377.63198932,-0.02531373
377.64798932,-0.03377214
377.66398932,-0.04223056
377.67998932,-0.01688607
377.69598932,0.00000000
377.71198932,-0.01688607
377.72798932,-0.05911664
377.74398932,-0.03377214
377.75998932,-0.00842766
377.77598932,0.00000000
377.79198932,-0.05065822
377.80798931,-0.04223056
377.82398931,-0.02531373
377.83998931,-0.02531373
377.85598931,-0.01688607
377.87198931,0.00000000
377.88798931,-0.03377214
377.90398931,-0.06757505
377.91998931,-0.01688607
377.93598931,0.01688607
377.95198931,-0.02531373
377.96798931,-0.05911664
377.98398931,-0.03377214
377.99998931,-0.01688607
378.01598931,-0.01688607
378.03198931,-0.01688607
378.04798931,-0.03377214
378.06398931,-0.04223056
378.07998931,-0.02531373
378.09598931,-0.01688607
378.11198931,-0.00842766
378.12798931,-0.04223056
378.14398931,-0.04223056
378.15998930,0.01688607
378.17598930,-0.01688607
378.19198930,-0.04223056
378.20798930,-0.04223056
378.22398930,-0.01688607
