13635,20301,-7248,-10566
13378,20558,-6730,-10566
13378,20815,-6730,-10308
13378,21329,-6471,-10050
13120,21586,-6471,-10050
12863,21843,-6213,-9793
12606,22099,-5954,-9535
12606,22099,-5954,-9277
12349,22099,-5695,-9019
12349,22099,-5436,-9019
12091,22099,-5177,-8762
12091,22099,-4918,-8504
11834,21843,-4400,-8246
11834,21586,-4400,-7989
11577,21329,-4142,-8246
11320,21329,-3883,-7731
11320,21072,-3624,-7473
11062,20815,-3365,-7215
10805,20815,-3106,-7215
10805,20301,-2588,-7215
10548,20301,-2588,-6700
10548,20044,-2329,-6442
10033,19787,-2071,-6442
10033,19530,-1553,-5927
9776,19530,-1553,-5927
9519,19273,-1035,-5669
9261,19273,-776,-5154
9261,19016,-517,-5154
9004,18759,-258,-4896
8747,18759,0,-4638
8747,18502,517,-4381
8232,18245,776,-4123
8232,17988,1035,-3607
7718,17731,1294,-3350
7718,17474,1553,-3350
7460,17474,2071,-3092
7203,16960,2329,-2577
6689,16960,2588,-2577
1286,12334,7248,2061
1029,12077,7248,2577
771,11820,7507,2577
257,11306,7766,2834
0,11049,8025,3092
-514,10793,8284,3350
-771,10536,8542,3607
-1286,10279,8542,3865
-1800,10022,8801,4123
-2315,9508,9060,4381
-2572,9251,9319,4638
-3087,8737,9578,4638
-3601,8480,9578,5154
-4116,8223,9837,5154
-4630,7709,10096,5411
-5145,7452,10096,5669
-5660,6938,10355,5927
-6174,6681,10355,6185
-6689,6424,10613,6442
-6946,5910,10613,6700
-7460,5396,10872,6700
-7975,4882,11131,7215
-8490,4368,11131,7215
-9004,4111,11131,7215
-9519,3597,11390,7731
-9776,3083,11649,7731
-10290,2569,11649,7989
-10805,2055,11649,7989
-11062,1798,11649,8504
-11577,1284,11908,8246
-11834,770,11908,8762
-12349,256,11908,9019
-12606,-256,11908,9019
-13120,-770,11908,9019
-13635,-1541,12167,9277
-13892,-1798,12167,9277
-14407,-2569,12167,9535
-14664,-3083,12167,9793
-15179,-3854,12167,9535
-15436,-4368,12167,9793
-15950,-4882,12167,10050
-16208,-5653,12426,10050
-16465,-6167,12167,10050
-16980,-6681,12167,10050
-17494,-7452,12167,10308
-17494,-7966,12167,10308
-17751,-8480,12167,10308
-18266,-8994,11908,10566
-19295,-15932,10872,10308
-19038,-16446,10613,10308
-19038,-16960,10613,10566
-19038,-17474,10355,10308
-18780,-17731,10355,10308
-18523,-17988,10096,10308
-18523,-18245,10096,10308
-18266,-18759,9837,10050
-18009,-19016,9837,10050
-17751,-19273,9578,10050
-17751,-19273,9319,10050
-17494,-19530,9319,9793
-17237,-19273,9060,9793
-17237,-19530,8801,9535
-16980,-19530,8801,9535
-16980,-19530,8542,9535
-16722,-19273,8284,9535
-16465,-19273,8284,9277
-16722,-19273,8025,9277
-16465,-19016,7766,9019
-16208,-18759,7766,9019
-16208,-18759,7507,8762
-15950,-18502,7248,8762
-16208,-18245,7248,8504
-15950,-17988,6989,8504
-15950,-17731,6730,8246
-15693,-17474,6213,8246
-15693,-17217,6213,7989
-15693,-16960,5954,7989
-15436,-16703,5695,7731
-15436,-16703,5436,7731
-15179,-16446,5436,7473
-15179,-16189,5177,7473
-14921,-16189,4918,7215
-14664,-15932,4659,6958
-14407,-15932,4400,6958
-14407,-15675,4142,6700
-14150,-15675,3883,6700
-13892,-15418,3624,6442
-13635,-15418,3365,5927
-13378,-15161,3106,5927
-13120,-15161,2847,5669
-12863,-14904,2588,5669
-12349,-14647,2329,5154
-11834,-14647,2071,4896
-11577,-14647,1812,4896
-11320,-14133,1553,4638
-11062,-14390,1294,4381
-6689,-10793,-2588,773
-6174,-10279,-3106,515
-5917,-10279,-3365,257
-5402,-10022,-3624,257
-4888,-9765,-3883,0
-4373,-9508,-4142,-257
-3601,-9251,-4400,-515
-3087,-9251,-4659,-773
-2572,-8994,-4918,-1030
-2058,-8994,-5436,-1288
-1286,-8737,-5695,-1546
-514,-8737,-5954,-1803
0,-8480,-6213,-2061
771,-8223,-6730,-2319
1543,-7966,-6989,-2319
2058,-7966,-7248,-2577
2830,-7452,-7507,-2834
3601,-7195,-7766,-2834
4373,-6938,-8284,-3092
5145,-6681,-8542,-3350
6174,-6424,-8801,-3607
6689,-6167,-8801,-3865
7460,-5910,-9060,-3865
8232,-5396,-9578,-4123
9004,-5139,-9837,-4381
10033,-4882,-10096,-4381
10548,-4625,-10355,-4638
11320,-4368,-10355,-4896
12091,-4111,-10872,-4896
13120,-3854,-10872,-5154
13635,-3340,-11131,-5154
14664,-3083,-11390,-5411
15436,-2826,-11390,-5411
16208,-2312,-11908,-5669
16722,-2055,-11908,-5927
17751,-1798,-12167,-5927
18266,-1284,-12426,-5927
19038,-1027,-12684,-6185
19552,-513,-12943,-6442
20067,-256,-12943,-6185
20581,256,-12943,-6442
21096,256,-13202,-6700
21610,770,-13461,-6700
21868,1284,-13461,-6700
22125,1541,-13461,-6958
22382,1798,-13720,-6958
22640,2055,-13720,-6958
22897,2569,-13720,-6958
20324,7966,-13202,-7473
20067,8223,-12943,-7215
19810,8480,-12943,-7473
19552,8994,-12684,-7215
19552,9251,-12684,-7215
19295,9508,-12426,-7215
19038,9765,-12167,-7215
18780,10022,-12167,-7215
18780,10279,-11908,-6958
18523,10536,-11649,-7215
18266,10793,-11649,-6958
18266,11049,-11390,-6958
17751,11306,-11390,-6700
17494,11563,-11131,-6700
17237,11820,-11131,-6700
17237,12077,-10872,-6700
16980,12334,-10613,-6442
16722,12591,-10096,-6442
16465,12848,-9837,-6185
16208,13105,-9837,-6185
15950,13362,-9578,-6185
15436,13619,-9319,-5927
15436,13876,-9060,-5927
15179,13876,-8801,-5669
14921,14390,-8542,-5669
14664,14390,-8542,-5411
14407,14904,-8025,-5411
14150,15161,-8025,-5154
13892,15161,-7766,-5154
13635,15418,-7507,-4896
13378,15675,-7507,-4638
13120,15932,-6989,-4638
12863,15932,-6730,-4381
12606,16189,-6471,-4381
12349,16446,-6213,-4123
11834,16446,-5954,-3865
11577,16703,-5695,-3607
11320,16703,-5436,-3350
11062,16703,-4918,-3350
10805,16960,-4659,-3092
10548,16960,-4400,-2834
10033,16960,-4142,-2834
9776,16960,-3883,-2577
9519,17217,-3365,-2319
9004,16960,-3106,-2061
8747,16960,-2588,-1803
8490,16960,-2329,-1803
7975,16960,-2071,-1546
-257,15161,4142,2577
-771,14904,4400,2834
-1543,14904,4659,3092
-2315,14647,5177,3092
-3087,14390,5436,3350
-3859,14390,5695,3607
-4630,14133,5954,3607
-5402,14133,6471,4123
-6174,13876,6730,4123
-7203,13876,6989,4381
-7718,13362,7248,4638
-8747,13362,7507,4896
-9261,13105,7766,5154
-10033,12848,8025,5154
-10805,12848,8284,5411
-11577,12591,8542,5411
-12349,12077,9060,5669
-13120,12077,9319,5669
-13635,11820,9319,5927
-14407,11563,9578,5927
-15179,11306,9837,6185
-15693,11049,10096,6185
-16465,10793,10613,6442
-16980,10536,10613,6442
-17494,10279,10872,6442
-18266,10022,11131,6700
-18780,9765,11390,6700
-19038,9508,11390,6700
-19552,8994,11649,6958
-20067,8737,11649,6958
-20324,8223,11908,6958
-20839,7966,11908,6958
-20839,7452,12167,6958
-21353,6938,12426,6958
-21353,6681,12426,6958
-21610,6167,12426,6958
-21610,5910,12684,6958
-21610,5653,12684,6958
-21610,4882,12943,6958
-21610,4625,12684,6958
-21610,4111,13202,6958
-21096,3597,13202,6700
-21096,3083,13202,6958
-20839,2826,12943,6958
-20581,2312,13202,6700
-20324,1541,13202,6700
-20067,1027,13202,6700
-19810,256,13202,6700
-15693,-10022,12167,4896
-15436,-10536,12167,4638
-15436,-11306,11908,4638
-14921,-11563,11649,4381
-14921,-12077,11649,4123
-14664,-12591,11649,4123
-14407,-13105,11649,3865
-14150,-13619,11390,3607
-13892,-13876,11131,3607
-13635,-14390,10872,3350
-13378,-14904,10613,3092
-13120,-15161,10613,3092
-12863,-15675,10613,2834
-12606,-15932,10355,2834
-12349,-16446,10096,2577
-11834,-16703,9837,2319
-11577,-16960,9578,2319
-11320,-17474,9578,2061
-11062,-17731,9319,2061
-10805,-17988,9060,1546
-10548,-17988,8801,1546
-10290,-18245,8801,1288
-10033,-18502,8284,1030
-9776,-18759,8284,1030
-9261,-18502,8025,773
-9261,-18502,7766,515
-8747,-18502,7507,257
-8490,-18502,7248,257
-8232,-18502,6989,0
-7718,-18502,6471,0
-7460,-17988,6213,-515
-7203,-17988,5954,-515
-6946,-17731,5436,-515
-6431,-17474,5436,-773
-5917,-16960,5177,-1030
-5660,-16703,4918,-1288
-5402,-16446,4400,-1546
-4630,-16189,4142,-1546
-4373,-15932,3883,-1803
-3859,-15675,3624,-2061
-3344,-15161,3106,-2319
-2830,-14904,2847,-2319
-2572,-14904,2329,-2577
-1800,-14390,2071,-2834
-1286,-14390,1812,-2834
-771,-14133,1294,-3092
-257,-13876,1035,-3092
257,-13619,776,-3350
8747,-10793,-4659,-6185
9004,-10536,-5177,-6442
9776,-10279,-5436,-6442
10290,-9765,-5695,-6442
10548,-9251,-6213,-6700
11320,-8994,-6730,-6958
11577,-8480,-6989,-7215
12091,-8223,-7507,-7473
12606,-7709,-7766,-7473
13120,-7452,-8284,-7473
13635,-6938,-8542,-7731
13892,-6681,-8801,-7989
14407,-6424,-9060,-7989
14921,-6167,-9319,-8246
15436,-5910,-9837,-8246
15950,-5653,-10096,-8504
16208,-5139,-10355,-8504
16722,-4882,-10613,-8762
16980,-4368,-10872,-8762
17494,-4111,-11131,-8762
17751,-3597,-11390,-9019
18009,-3083,-11649,-9019
18266,-2826,-11908,-9277
18523,-2312,-12167,-9277
18523,-1798,-12426,-9277
18780,-1284,-12426,-9277
19038,-770,-12684,-9277
19038,-256,-12943,-9535
18780,0,-13202,-9535
19038,770,-13202,-9793
18780,1027,-13461,-9535
18780,1541,-13461,-9793
18780,2055,-13720,-9793
18523,2569,-13720,-9793
18523,3083,-13979,-10050
18266,3597,-13979,-9793
18266,4111,-13979,-9793
18009,4625,-13979,-9793
18009,5139,-14238,-9793
17751,5653,-13979,-9793
17751,6167,-13979,-9535
17494,6681,-13979,-9535
17494,7195,-13979,-9535
17237,7709,-13979,-9535
17237,7966,-13720,-9277
16980,8480,-13720,-9535
16980,8994,-13461,-9277
16722,9508,-13461,-9019
14150,16189,-10613,-6442
13892,16446,-10096,-6442
13635,16960,-9837,-6185
13378,17217,-9578,-5927
13120,17474,-9319,-5669
13120,17731,-9060,-5411
12863,17988,-8801,-5154
12606,18245,-8542,-4896
12606,18502,-8284,-4638
12349,18502,-8025,-4381
12091,18502,-7507,-4381
11834,18502,-7507,-4123
11577,18502,-6989,-3865
11577,18502,-6730,-3607
11320,18245,-6471,-3350
11320,18245,-6213,-3092
11062,18245,-5954,-2834
10805,18245,-5436,-2577
10805,18245,-5177,-2061
10290,17988,-4659,-2061
10290,17731,-4659,-1803
9776,17474,-4142,-1546
9519,17474,-3624,-1288
9519,17474,-3365,-1030
9261,17217,-3106,-773
9261,16960,-2588,-515
8747,16960,-2329,-257
8747,16703,-1812,-257
8490,16703,-1553,257
7975,16446,-1035,515
7718,16446,-1035,515
7460,15932,-517,1030
7203,15932,-258,1030
6946,15932,258,1546
6689,15418,776,1546
6431,15418,1035,2061
5917,15161,1294,2319
5660,14904,1812,2319
5402,14904,2071,2577
5145,14390,2329,2834
4630,14390,2588,3092
4373,14133,3106,3350
3859,14133,3365,3350
3601,13362,3624,3607
3087,13362,3883,4123
2830,13105,4400,4123
2315,12848,4659,4381
2058,12591,4918,4638
-5402,7966,9060,8246
-6174,7709,9578,8246
-6431,7195,9578,8504
-6946,6938,9837,8504
-7460,6681,9837,9019
-7975,6424,10096,9019
-8490,5910,10355,9019
-9004,5396,10355,9019
-9261,5139,10613,9277
-10033,4625,10872,9535
-10290,4368,10872,9793
-10805,3854,11131,9793
-11062,3340,11131,10050
-11577,3083,11131,10308
-12091,2569,11131,10050
-12349,2312,11390,10308
-12863,1798,11390,10308
-13378,1284,11649,10308
-13635,1027,11649,10566
-14150,513,11649,10566
-14407,0,11908,10823
-14921,-256,11908,10823
-15179,-1027,11908,10823
-15693,-1284,11908,11081
-16208,-1798,11908,11081
-16465,-2312,11908,11081
-16980,-2826,12167,11081
-17494,-3340,11908,11081
-17494,-3597,12167,11081
-17751,-4368,11908,11081
-18266,-4625,11908,11081
-18523,-5139,11908,11081
-18780,-5910,12167,11081
-18780,-6424,11908,11081
-19295,-6681,11908,11081
-19295,-7452,11908,10823
-19295,-7966,11908,11081
-19295,-8480,11649,10823
-19295,-8737,11649,10823
-19552,-9251,11649,10566
-19295,-9765,11390,10308
-19295,-10279,11390,10308
-19038,-10536,11390,10308
-19038,-11306,11390,10308
-18780,-11563,11131,10308
-18780,-12077,11131,10050
-18523,-12591,11131,10050
-18266,-12848,10872,9793
-15436,-17731,8284,6958
-15693,-17988,8025,6958
-15436,-17988,7766,6700
-15179,-18245,7507,6442
-15179,-17731,7248,6185
-14921,-17988,6989,5927
-14664,-17988,6730,5927
-14664,-17731,6471,5411
-14407,-17731,6213,5154
-14407,-17474,6213,4896
-14150,-17474,5695,4896
-14150,-17217,5436,4381
-13635,-17217,5436,4123
-13635,-16703,4918,4123
-13378,-16703,4659,3865
-13120,-16446,4400,3350
-13120,-16189,4142,3350
-12863,-15932,3883,2834
-12606,-15675,3624,2577
-12606,-15418,3365,2577
-12349,-15161,3106,2061
-12091,-14647,2588,1803
-11577,-14647,2329,1546
-11320,-14390,2071,1288
-11062,-14133,1812,773
-10548,-13876,1553,773
-10290,-13619,1294,515
-9776,-13619,776,257
-9519,-13362,517,-257
-9261,-13105,258,-515
-9004,-13105,258,-773
-8747,-12848,-258,-1030
-8490,-12591,-776,-1288
-7975,-12591,-1035,-1546
-7718,-12591,-1035,-1803
-7460,-12334,-1553,-2061
-7203,-11820,-1812,-2319
-6689,-11820,-2071,-2577
-6174,-11563,-2071,-3092
-5917,-11563,-2329,-3092
-5402,-11049,-2847,-3607
-4888,-11049,-3106,-3607
-4373,-10793,-3365,-4123
-3859,-10536,-3624,-4381
-3344,-10022,-3883,-4638
-2572,-9765,-4142,-4896
-2058,-9251,-4400,-5154
-1543,-8994,-4918,-5411
9519,-5139,-8542,-8762
10033,-4882,-8801,-8762
11062,-4368,-9060,-9019
11834,-4111,-9060,-9019
12606,-3854,-9060,-9019
13378,-3340,-9319,-9277
13892,-3083,-9578,-9277
14921,-2826,-9578,-9277
15436,-2312,-9837,-9535
16208,-2055,-10096,-9535
16980,-1798,-10355,-9793
17494,-1284,-10355,-9793
18009,-1027,-10613,-9535
18780,-770,-10613,-9793
19295,-256,-10613,-9793
20067,0,-10872,-9793
20581,256,-10872,-9793
20839,513,-11131,-9793
21096,770,-11390,-9793
21353,1284,-11131,-9793
21868,1541,-11390,-9793
21868,1798,-11390,-9793
22125,2055,-11649,-9793
22125,2312,-11649,-9793
22125,2569,-11649,-9793
22125,3083,-11390,-9793
21868,3340,-11649,-9535
21868,3597,-11390,-9535
21610,3854,-11649,-9535
21353,4111,-11390,-9535
21353,4368,-11390,-9277
20839,4625,-11390,-9277
20581,5139,-11390,-9019
20581,5396,-11131,-9019
20324,5653,-11131,-9019
19810,5910,-11131,-9019
19810,6167,-10872,-8762
19552,6424,-10872,-8762
19552,6681,-10613,-8504
19295,6938,-10613,-8504
19038,7195,-10613,-8246
19038,7195,-10355,-7989
18523,7709,-10096,-7731
18523,7966,-10096,-7731
18266,7966,-9837,-7473
18009,8223,-9578,-7473
17751,8480,-9319,-7473
17751,8480,-9060,-7215
14150,11306,-5177,-4638
13892,11563,-4918,-4381
13635,11820,-4659,-4123
13378,11820,-4142,-3865
13120,12077,-4142,-3865
12863,12077,-3624,-3607
12863,12334,-3365,-3350
12349,12334,-3106,-3092
12349,12591,-2588,-2834
11834,12848,-2329,-2577
11577,12591,-1812,-2319
11320,12591,-1812,-2061
11062,12848,-1294,-1803
10805,13105,-776,-1803
10548,13105,-517,-1546
10290,13362,0,-1288
10033,13362,258,-1030
9519,13619,517,-773
9261,13619,1035,-515
9004,13619,1294,0
8490,13619,1553,0
8232,13619,2071,257
7718,13876,2329,515
7203,13876,2847,1030
6946,13619,3106,1030
6689,13619,3365,1288
6174,13876,3883,1546
5917,13876,4142,2061
5402,13876,4400,2319
5145,13876,4918,2577
4373,13876,5177,2834
4116,13619,5695,3092
3344,13619,5954,3092
3087,13619,6213,3607
2572,13362,6730,3865
1800,13362,6730,4123
1286,13362,7248,4381
771,13105,7507,4638
257,13105,8025,4896
-771,12848,8025,5154
-1286,12848,8284,5411
-2058,12848,8801,5669
-2830,12591,9060,5927
-3601,12591,9319,6185
-4373,12334,9578,6442
-5145,12334,9837,6700
-6174,12077,10096,7215
-6946,11820,10355,7215
-19295,7966,12684,10308
-20067,7966,12943,10308
-20581,7452,12943,10308
-20839,7195,12943,10308
-21353,6681,12943,10566
-21610,6424,12684,10566
-21868,6167,12943,10566
-22125,5653,12943,10566
-22382,5139,12684,10566
-22382,4882,12684,10566
-22382,4368,12684,10823
-22382,4111,12426,10566
-22382,3597,12426,10566
-22382,3340,12426,10566
-22125,2826,12426,10566
-22125,2312,12426,10566
-21868,2055,12167,10566
-21610,1541,11908,10308
-21353,1027,11908,10308
-21096,513,11649,10050
-20839,-256,11390,10050
-20581,-770,11390,10050
-20581,-1541,11390,9793
-20067,-2055,10872,9535
-19810,-2569,10872,9535
-19552,-3340,10613,9277
-19038,-4111,10613,9277
-18780,-4882,10613,9019
-18266,-5396,10355,9019
-18009,-6167,9837,8762
-17751,-6681,9837,8504
-17494,-7452,9578,8504
-17237,-7966,9578,8246
-17237,-8737,9319,7989
-16980,-9251,9060,7989
-16722,-9765,8801,7731
-16465,-10536,8801,7473
-16208,-10793,8542,7215
-15950,-11563,8284,6958
-15693,-11820,8284,6700
-15693,-12334,8025,6700
-15436,-12591,7766,6442
-14921,-13105,7507,5927
-14664,-13362,7248,5927
-14407,-13876,6989,5669
-14150,-14133,6730,5411
-13892,-14647,6471,5154
-13635,-14904,6213,4896
17751,8480,-13461,-11596
17494,8994,-13202,-11596
17237,9251,-12684,-11596
17237,10022,-12684,-11596
16980,10536,-12426,-11596
16980,11049,-12426,-11596
16722,11820,-12167,-11339
16465,12077,-11908,-11339
16465,12591,-11649,-11081
15950,13362,-11390,-11081
15950,13876,-11390,-11081
15693,14390,-10872,-10823
15693,15161,-10613,-10823
15436,15418,-10096,-10566
15179,15932,-10096,-10308
15179,16446,-9578,-10308
14921,16960,-9578,-10308
14664,17474,-9060,-10050
14407,17988,-9060,-9793
14407,18502,-8542,-9535
14150,18759,-8542,-9277
14150,19016,-8025,-9019
13635,19273,-7766,-8762
13635,19530,-7507,-8504
13378,19787,-7248,-8246
13120,19787,-6730,-8246
13120,20044,-6471,-7989
12863,20044,-6213,-7731
12606,20044,-5954,-7473
12606,20301,-5436,-7473
12091,20044,-4918,-6958
12091,19787,-4659,-6958
11834,19787,-4142,-6700
11834,19787,-3883,-6442
11320,19530,-3365,-6442
11320,19530,-3106,-5927
11062,19273,-2588,-5669
